year	CODIGO	MUNICIPIO	pct_pob_pobre	exten_km2	pob_rural	pob_urb	pob_tot	part_urb	part_rural	densi	pob_mas	pob_com_May18	pob_fem	pob_est_INE	pob_com_May6	pob_com_May10	pea	pea_sec_prima	pea_sec_secun	pea_sec_ter	hog_sit_pobre	hog_sit_pobre2	muj_jefa_hogar	muj_jefa_hogar_pobre	muj_jefa_hogar_pobre2	totemp	totPYM	TotMicro	TotalGrande	part_PYM	part_Micro
2011	7203	PELLUHUE	28.3	371	1254	6594	7848	84.02140673	15.97859327	21.15363881	4210	5975	3638	7848	7219	6814	1963	600	92	1059	1262	1773	624	364	487	469	50	363	1	10.66098081	77.39872068
2011	7301	CURICÓ	21.7	1328	23761	117236	140997	83.14786839	16.85213161	106.1724398	69098	103284	71899	140997	129368	121452	49393	8898	5284	29151	14576	23859	15060	8348	11615	9932	1902	6655	79	19.15022151	67.00563834
2011	7302	HUALAÑÉ	31.6	629	4987	5325	10312	51.63886734	48.36113266	16.39427663	5419	7768	4893	10312	9557	9022	3317	1219	219	1283	2078	2840	1051	702	908	729	108	494	0	14.81481481	67.76406036
2011	7303	LICANTÉN	15.7	273	3695	3924	7619	51.50282189	48.49717811	27.90842491	4006	5653	3613	7619	7003	6583	2571	591	375	1273	1052	1586	594	339	457	496	51	391	0	10.28225806	78.83064516
2011	7304	MOLINA	24.1	1552	14742	27849	42591	65.3870536	34.6129464	27.44265464	21390	31492	21201	42591	39254	36916	15144	4760	2174	6500	6853	10585	5729	3601	4775	2273	331	1656	9	14.56225253	72.85525737
2011	7305	RAUCO	15.1	309	5247	4386	9633	45.53098723	54.46901277	31.17475728	4843	7166	4790	9633	8868	8343	2991	1417	119	909	1982	2627	1033	717	919	560	71	386	0	12.67857143	68.92857143
2011	7306	ROMERAL	11.3	1597	11525	2963	14488	20.45140806	79.54859194	9.072010019	7413	10690	7075	14488	13295	12485	5071	2374	472	1650	2585	3743	1392	965	1244	1352	260	872	19	19.23076923	64.49704142
2011	7307	SAGRADA FAMILIA	15.8	549	11634	6952	18586	37.40449801	62.59550199	33.85428051	9511	13796	9075	18586	17115	16092	6546	3371	615	1650	2550	4043	1345	783	1101	1123	200	763	6	17.809439	67.9430098
2011	7308	TENO	15.1	618	16867	10956	27823	39.37749344	60.62250656	45.0210356	14278	20164	13545	27823	25452	23823	9651	4619	741	3087	4516	6914	2890	1890	2447	2009	305	1355	5	15.18168243	67.44649079
2011	7309	VICHUQUÉN	15.6	426	3292	1661	4953	33.53523117	66.46476883	11.62676056	2594	3711	2359	4953	4561	4291	1748	457	54	962	833	1174	323	213	275	317	58	219	2	18.29652997	69.0851735
2011	7401	LINARES	27	1466	19818	71254	91072	78.23919536	21.76080464	62.12278308	44571	66390	46501	91072	83686	78529	30405	4032	2618	18751	12121	18581	11227	6565	8924	5739	818	4096	25	14.25335424	71.37131905
2011	7402	COLBÚN	15.4	2900	11612	6958	18570	37.46903608	62.53096392	6.403448276	9303	13408	9267	18570	16963	15861	5691	2263	327	2155	4417	5914	2267	1734	2086	1140	103	820	2	9.035087719	71.92982456
2011	7403	LONGAVÍ	14.4	1454	19689	9097	28786	31.60216772	68.39783228	19.79779917	14817	21260	13969	28786	26442	24841	9323	4457	347	3042	4649	7230	2187	1215	1771	2387	204	1777	1	8.546292417	74.44490993
2011	7404	PARRAL	26.6	1638	14510	23226	37736	61.54865381	38.45134619	23.03785104	18907	27841	18829	37736	34774	32675	13161	3063	1018	6887	6667	9408	4169	2739	3576	3422	397	2571	9	11.60140269	75.13150205
2011	7405	RETIRO	25.5	827	12603	4812	17415	27.63135228	72.36864772	21.05804111	8872	12777	8543	17415	16050	15066	5874	3208	237	1563	3537	5214	1604	1011	1360	1935	155	1498	1	8.010335917	77.41602067
2011	7406	SAN JAVIER	23.7	1313	20608	20128	40736	49.41084053	50.58915947	31.02513328	20131	29713	20605	40736	37423	35109	13333	3484	1495	6396	5245	8618	3719	1979	2824	2744	351	2061	12	12.79154519	75.10932945
2011	7407	VILLA ALEGRE	17.9	190	8382	6228	14610	42.62833676	57.37166324	76.89473684	7183	10888	7427	14610	13485	12700	5088	1790	449	1976	2865	4340	1865	1183	1575	938	131	656	1	13.96588486	69.93603412
2011	7408	YERBAS BUENAS	9.7	262	15120	1994	17114	11.65127965	88.34872035	65.32061069	8802	12456	8312	17114	15682	14696	5598	3058	258	1558	3306	4654	1387	926	1204	1240	123	958	2	9.919354839	77.25806452
2011	8101	CONCEPCIÓN	14.1	222	6190	222979	229169	97.29893659	2.701063407	1032.292793	110925	173478	118244	229169	212338	201196	83816	2333	8873	61540	14046	23272	17834	8357	12175	18963	4435	11720	186	23.38764963	61.80456679
2011	8102	CORONEL	26.1	279	5789	103836	109625	94.71927024	5.280729761	392.921147	54132	79024	55493	109625	100239	93816	31538	3997	5099	17361	14597	21779	12320	7884	10006	4034	624	2861	51	15.4685176	70.92216163
2011	8103	CHIGUAYANTE	18.4	72	0	123708	123708	100	0	1718.166667	57906	88570	65802	123708	112957	105653	30818	821	3735	21775	7983	12515	8053	4584	6198	2924	404	2161	8	13.81668947	73.90560876
2011	8104	FLORIDA	19	609	5784	3982	9766	40.77411427	59.22588573	16.03612479	4884	7381	4882	9766	9059	8559	2959	1149	151	1208	1686	2400	846	485	680	349	51	250	0	14.61318052	71.63323782
2011	8105	HUALQUI	26.8	531	3082	19487	22569	86.34410031	13.65589969	42.50282486	11010	15998	11559	22569	20456	19022	6011	1114	542	3348	3400	5104	2536	1533	2069	714	77	578	2	10.78431373	80.95238095
2011	8106	LOTA	29.3	136	0	47542	47542	100	0	349.5735294	23294	34883	24248	47542	43671	41030	15523	1478	2133	9058	7398	11356	6691	3787	5240	1606	182	1231	4	11.33250311	76.65006227
2011	8107	PENCO	27	108	1078	52479	53557	97.98719122	2.012808783	495.8981481	26044	39351	27513	53557	49190	46175	16499	889	1911	11097	6634	10150	6074	3684	4815	1544	227	1165	9	14.70207254	75.45336788
2011	8108	SAN PEDRO DE LA PAZ	14.1	113	351	97241	97592	99.64033937	0.359660628	863.6460177	46724	69288	50868	97592	88740	82792	30741	1651	3785	21017	9869	15138	9407	5671	7551	4451	837	3012	35	18.80476297	67.67018647
2011	8109	SANTA JUANA	22.6	731	5461	7960	13421	59.31003651	40.68996349	18.35978112	6609	9889	6812	13421	12316	11571	3540	1250	160	1604	2675	3549	1653	1087	1369	395	64	305	1	16.20253165	77.21518987
2011	8110	TALCAHUANO	17.1	92	608	171016	171624	99.64573719	0.354262807	1865.478261	85138	128724	86486	171624	158549	149688	57352	5310	7781	35724	14259	23364	18416	9270	12933	7116	1340	4940	74	18.83080382	69.42102305
2011	8111	TOMÉ	24	495	7417	48810	56227	86.8088285	13.1911715	113.589899	26925	41404	29302	56227	51732	48610	17922	2698	2261	9677	6368	10689	6128	3027	4505	2231	206	1667	4	9.233527566	74.71985657
2011	8112	HUALPÉN	17.5	54	1153	83957	85110	98.64528258	1.354717425	1576.111111	42358	65753	42752	85110	79083	75090	32152	1367	4480	21457	13162	19775	13910	8237	10834	2447	362	1847	20	14.79362485	75.48017981
2011	8201	LEBU	35.9	561	2439	23340	25779	90.53881066	9.46118934	45.95187166	12692	17856	13087	25779	23250	21527	7844	2506	509	3821	3830	5745	2768	1698	2252	901	167	655	2	18.53496115	72.69700333
2011	8202	ARAUCO	18.1	956	10538	31854	42392	75.14153614	24.85846386	44.34309623	21628	29778	20764	42392	38337	35583	12015	3313	1774	5534	5665	8233	3095	1942	2562	1775	265	1224	13	14.92957746	68.95774648
2011	8203	CAÑETE	25.4	760	11656	22201	33857	65.57285052	34.42714948	44.54868421	16646	23644	17211	33857	30589	28382	9564	2576	553	4858	5134	6967	2733	1850	2379	1732	249	1312	2	14.37644342	75.75057737
2011	8204	CONTULMO	23.1	962	2556	2476	5032	49.20508744	50.79491256	5.230769231	2519	3635	2513	5032	4577	4272	1762	632	77	748	1234	1689	677	470	596	240	28	189	0	11.66666667	78.75
2011	8205	CURANILAHUE	30.5	994	1572	28854	30426	94.8333662	5.1666338	30.60965795	15157	21572	15269	30426	27655	25753	10383	2499	1226	5331	4187	7236	3176	1745	2409	1376	201	1042	6	14.60755814	75.72674419
2011	8206	LOS ÁLAMOS	31.6	599	2040	19028	21068	90.31706854	9.68293146	35.17195326	10760	14378	10308	21068	18930	17476	5733	1538	801	2529	3238	4729	1871	1235	1608	688	86	534	3	12.5	77.61627907
2011	8207	TIRÚA	24.9	624	7433	3630	11063	32.81207629	67.18792371	17.72916667	5731	7365	5332	11063	9817	8983	2168	743	65	997	2442	2873	871	697	813	358	48	288	1	13.40782123	80.44692737
2011	8301	LOS ÁNGELES	22.4	1748	51271	150206	201477	74.5524303	25.4475697	115.2614416	99334	142494	102143	201477	183173	170711	61068	7974	7603	37875	19446	32189	15864	8291	11823	11225	2049	7373	80	18.25389755	65.68374165
2011	8302	ANTUCO	29.4	1884	1499	2226	3725	59.75838926	40.24161074	1.977176221	1866	2669	1859	3725	3415	3192	1017	112	54	605	694	1084	460	284	399	131	10	109	0	7.633587786	83.20610687
2011	8303	CABRERO	26.1	640	8728	21644	30372	71.2630054	28.7369946	47.45625	15209	21220	15163	30372	27425	25449	8246	1563	1803	3739	3115	5412	2320	1273	1839	1245	176	934	4	14.13654618	75.02008032
2011	8304	LAJA	21	340	7295	13215	20510	64.4319844	35.5680156	60.32352941	10029	14747	10481	20510	18768	17539	6846	569	1333	3813	3011	4685	1965	1075	1513	892	124	634	2	13.90134529	71.07623318
2011	8305	MULCHÉN	21.5	1925	6189	22074	28263	78.1021123	21.8978877	14.68207792	14055	19991	14208	28263	25602	23833	9179	2730	722	4168	4060	6397	3211	1933	2643	1354	188	904	1	13.88478582	66.76514032
2011	8306	NACIMIENTO	25.5	935	4701	21315	26016	81.93035055	18.06964945	27.82459893	12940	18429	13076	26016	23574	21969	8138	1307	1638	3969	3571	5548	2496	1486	2001	1088	174	779	5	15.99264706	71.59926471
2011	8307	NEGRETE	27.5	157	2735	6214	8949	69.43792603	30.56207397	57	4643	6323	4306	8949	8127	7572	2624	795	278	1015	1462	2268	910	517	746	417	50	287	1	11.99040767	68.82494005
2011	8308	QUILACO	27	1124	1843	1809	3652	49.53450164	50.46549836	3.24911032	1874	2790	1778	3652	3388	3211	1108	306	31	497	823	1136	478	320	415	150	9	117	0	6	78
2011	8309	QUILLECO	24.9	1122	3519	6831	10350	66	34	9.22459893	5332	7485	5018	10350	9446	8831	2962	1038	179	1103	1540	2426	763	438	621	338	33	257	0	9.763313609	76.03550296
2011	8310	SAN ROSENDO	25.8	92	573	2967	3540	83.81355932	16.18644068	38.47826087	1686	2566	1854	3540	3252	3052	1017	86	89	647	697	987	486	309	401	87	5	69	0	5.747126437	79.31034483
2011	8311	SANTA BÁRBARA	30.8	1255	6532	8299	14831	55.95711685	44.04288315	11.81752988	7446	10625	7385	14831	13542	12627	3722	889	131	2026	2391	3340	1287	812	1095	697	75	532	2	10.76040172	76.32711621
2011	8312	TUCAPEL	21.4	915	3753	9783	13536	72.27393617	27.72606383	14.79344262	6766	9984	6770	13536	12430	11677	3957	857	509	1874	2514	3875	2222	1423	1851	591	55	483	3	9.306260575	81.72588832
2011	8313	YUMBEL	23.1	727	9965	10539	20504	51.39972688	48.60027312	28.20357634	10415	15466	10089	20504	18996	17922	6061	1664	593	2892	2756	4665	2073	1009	1538	733	93	536	2	12.68758527	73.12414734
2011	8314	ALTO BIOBÍO	44.6	2125	8642	2102	10744	19.56440804	80.43559196	5.056	7598	8608	3146	10744	9898	9424	2763	347	53	2119	1579	1691	391	353	374	70	4	50	0	5.714285714	71.42857143
2011	8401	CHILLÁN	16.9	511	15094	162494	177588	91.50055184	8.499448161	347.5303327	85131	131119	92457	177588	163760	154008	60602	3707	5109	42611	20333	31133	18834	10771	14683	10719	1886	7358	48	17.5949249	68.6444631
2011	8402	BULNES	23.1	425	6900	14737	21637	68.11018163	31.88981837	50.91058824	10693	15734	10944	21637	19840	18594	6401	1579	605	3129	3508	5301	2377	1420	1936	1175	154	820	6	13.10638298	69.78723404
2011	8403	COBQUECURA	25.9	570	3108	1963	5071	38.71031355	61.28968645	8.896491228	2750	3985	2321	5071	4738	4507	1524	663	74	600	1210	1545	522	345	446	156	21	119	0	13.46153846	76.28205128
2011	8404	COELEMU	23.9	342	6657	8609	15266	56.39329228	43.60670772	44.6374269	7573	11665	7693	15266	14150	13408	5397	1256	722	2676	2163	3580	1524	691	1069	946	120	736	4	12.68498943	77.8012685
2011	8405	COIHUECO	27.1	1777	17202	7615	24817	30.68461136	69.31538864	13.96567248	12925	17628	11892	24817	22537	20994	7221	3384	258	2180	3801	5783	1685	987	1375	1323	204	956	3	15.41950113	72.26001512
2011	8406	CHILLÁN VIEJO	21.4	292	3736	27036	30772	87.85909268	12.14090732	105.3835616	15259	20883	15513	30772	27677	25439	7605	696	872	4834	3826	5686	3294	2062	2696	827	129	590	8	15.59854897	71.34220073
2011	8407	EL CARMEN	23.9	664	6616	4943	11559	42.76321481	57.23678519	17.40813253	5857	8416	5702	11559	10567	9886	3673	1955	156	1152	2795	3463	987	689	889	717	90	525	0	12.55230126	73.22175732
2011	8408	NINHUE	25.3	401	3385	1778	5163	34.43734263	65.56265737	12.87531172	2541	3794	2622	5163	4771	4470	1390	488	66	571	1180	1609	513	351	452	180	8	144	0	4.444444444	80
2011	8409	ÑIQUÉN	11.5	493	9144	609	9753	6.244232544	93.75576746	19.78296146	4896	7392	4857	9753	9054	8540	3299	1604	150	794	2154	2998	771	485	670	792	40	638	0	5.050505051	80.55555556
2011	8410	PEMUCO	26.3	563	5335	3794	9129	41.55986417	58.44013583	16.21492007	4714	6700	4415	9129	8434	7944	2318	589	80	812	1836	2398	969	677	859	370	37	280	1	10	75.67567568
2011	8411	PINTO	20.8	1164	7431	3644	11075	32.90293454	67.09706546	9.514604811	5621	8139	5454	11075	10172	9550	2858	849	144	1402	1821	2625	940	584	773	677	88	514	0	12.9985229	75.92319055
2011	8412	PORTEZUELO	26.3	282	3245	1703	4948	34.41794665	65.58205335	17.54609929	2521	3594	2427	4948	4553	4258	1396	558	120	538	1008	1425	487	278	416	200	15	165	0	7.5	82.5
2011	8413	QUILLÓN	22.7	423	5455	10085	15540	64.8970399	35.1029601	36.73758865	7789	11791	7751	15540	14415	13629	4438	1331	309	1886	2941	4249	2063	1254	1676	874	87	699	3	9.95423341	79.9771167
2011	8414	QUIRIHUE	25	589	3407	8498	11905	71.38177236	28.61822764	20.21222411	6186	8976	5719	11905	11031	10413	3591	1076	200	1712	2914	3708	1763	1257	1570	514	64	370	2	12.45136187	71.9844358
2011	8415	RÁNQUIL	17.5	248	3951	864	4815	17.94392523	82.05607477	19.41532258	2385	3783	2430	4815	4516	4312	1591	651	122	516	914	1502	615	317	465	318	13	272	3	4.088050314	85.53459119
2011	8416	SAN CARLOS	20	874	19429	31969	51398	62.19891825	37.80108175	58.80778032	25737	37958	25661	51398	47397	44606	16548	3550	1638	8412	10204	13386	5532	3987	4989	3768	426	2797	5	11.30573248	74.23036093
2011	8417	SAN FABIÁN	23.7	1568	2126	1355	3481	38.92559609	61.07440391	2.22002551	1897	2608	1584	3481	3195	3022	1072	327	58	507	877	1165	476	346	431	220	19	176	2	8.636363636	80
2011	8418	SAN IGNACIO	26.8	364	6290	9332	15622	59.73626936	40.26373064	42.91758242	7832	11406	7790	15622	14370	13472	4442	2300	169	1240	3034	4171	1348	872	1161	825	106	612	0	12.84848485	74.18181818
2011	8419	SAN NICOLÁS	20.9	491	6361	3705	10066	36.80707332	63.19292668	20.50101833	5091	7509	4975	10066	9297	8755	3034	1046	271	1179	2340	3060	1000	746	931	490	40	385	0	8.163265306	78.57142857
2011	8420	TREGUACO	23.7	313	3247	1663	4910	33.86965377	66.13034623	15.68690096	2483	3658	2427	4910	4508	4236	1385	460	206	457	1024	1502	517	316	448	169	14	129	1	8.284023669	76.33136095
2011	8421	YUNGAY	21.3	824	5524	12958	18482	70.1114598	29.8885402	22.42961165	9509	13752	8973	18482	17006	16019	5545	926	1362	2560	2715	3995	1820	1141	1522	883	122	648	2	13.81653454	73.38618347
2011	9101	TEMUCO	21.2	464	20709	288645	309354	93.30572742	6.694272581	666.7112069	149640	223373	159714	309354	282752	265063	93277	3171	7428	68851	25326	39339	25627	13587	18865	17071	3295	11303	119	19.30173979	66.21170406
2011	9102	CARAHUE	32.5	1341	14773	10784	25557	42.19587589	57.80412411	19.05816555	13079	17835	12478	25557	23084	21396	7064	2448	350	3340	5157	6353	2630	1937	2381	1000	109	790	0	10.9	79
2011	9103	CUNCO	27.8	1907	11490	7496	18986	39.48172338	60.51827662	9.955951757	9086	13628	9900	18986	17342	16222	5118	1724	240	2157	2679	4083	1478	839	1215	803	96	586	3	11.95516812	72.97633873
2011	9104	CURARREHUE	23.3	1171	5996	1664	7660	21.7232376	78.2767624	6.541417592	4108	5126	3552	7660	6798	6242	1801	476	87	908	1783	2204	803	611	734	252	17	205	0	6.746031746	81.34920635
2011	9105	FREIRE	31.6	935	17591	10314	27905	36.96111808	63.03888192	29.84491979	14569	19930	13336	27905	25421	23703	8212	3518	557	2869	5113	7285	3118	2014	2607	1018	147	677	5	14.44007859	66.50294695
2011	9106	GALVARINO	25.7	568	8436	2545	10981	23.17639559	76.82360441	19.33274648	5590	7796	5391	10981	9945	9242	3083	1153	168	1243	3037	3637	1086	826	994	316	66	222	1	20.88607595	70.25316456
2011	9107	GORBEA	27	695	6397	9074	15471	58.65167087	41.34832913	22.26043165	7701	11642	7770	15471	14245	13459	4786	1387	391	2107	2786	3929	1855	1154	1547	908	140	624	3	15.4185022	68.72246696
2011	9108	LAUTARO	30.8	901	12124	23805	35929	66.25567091	33.74432909	39.87680355	17879	25344	18050	35929	32662	30428	9697	1649	845	5535	5486	7985	3522	2119	2853	1616	243	1143	19	15.03712871	70.73019802
2011	9109	LONCOCHE	36.5	977	7891	13976	21867	63.91365985	36.08634015	22.38178096	10847	15792	11020	21867	19962	18658	7061	1385	914	3304	4675	6154	2832	2020	2529	1008	99	776	0	9.821428571	76.98412698
2011	9110	MELIPEUCO	28	1107	3538	1884	5422	34.74732571	65.25267429	4.897922313	2718	3984	2704	5422	4968	4642	1374	392	111	554	1382	1680	602	462	542	173	13	143	0	7.514450867	82.65895954
2011	9111	NUEVA IMPERIAL	28.4	733	12869	19532	32401	60.28209006	39.71790994	44.20327422	16541	23380	15860	32401	29653	27735	9571	3175	550	4504	6029	7850	3418	2222	2840	1205	118	929	3	9.79253112	77.09543568
2011	9112	PADRE LAS CASAS	28.4	401	36561	38233	74794	51.11773672	48.88226328	186.5187032	37572	52561	37222	74794	67681	62909	20234	2441	1914	12378	10005	14110	6614	4044	5407	1842	240	1365	14	13.02931596	74.10423453
2011	9113	PERQUENCO	32.1	331	4828	2131	6959	30.62221584	69.37778416	21.02416918	3577	4940	3382	6959	6325	5893	1854	658	222	650	1148	1612	625	389	517	284	66	185	0	23.23943662	65.14084507
2011	9114	PITRUFQUÉN	20.3	581	9049	14990	24039	62.3570032	37.6429968	41.37521515	11845	17693	12194	24039	22118	20763	7018	1313	565	4029	3994	5779	2843	1708	2320	1165	163	809	4	13.99141631	69.44206009
2011	9115	PUCÓN	20.3	1249	16848	15313	32161	47.61356923	52.38643077	25.74939952	16427	22376	15734	32161	28762	26698	7655	726	439	5331	3101	4651	2139	1270	1726	1846	207	1418	4	11.21343445	76.81473456
2011	9116	SAAVEDRA	32.6	401	8990	4315	13305	32.43141676	67.56858324	33.17955112	6786	9726	6519	13305	12150	11370	3323	1170	115	1603	3431	3917	1292	1021	1175	343	42	258	0	12.24489796	75.21865889
2011	9117	TEODORO SCHMIDT	29.5	650	7392	8401	15793	53.19445324	46.80554676	24.29692308	8185	11880	7608	15793	14516	13654	4711	2193	137	1853	3980	4839	1638	1246	1483	695	94	497	1	13.52517986	71.51079137
2011	9118	TOLTÉN	34.1	860	3716	6458	10174	63.47552585	36.52447415	11.83023256	5230	7257	4944	10174	9220	8572	3569	1675	132	1351	2336	2876	1006	708	869	403	59	295	0	14.64019851	73.20099256
2011	9119	VILCÚN	24.1	1421	15392	8560	23952	35.73814295	64.26185705	16.8557354	12122	16846	11830	23952	21682	20140	6805	2023	406	3004	4036	5971	2490	1474	1996	1090	153	778	6	14.03669725	71.37614679
2011	9120	VILLARRICA	22.3	1291	20693	37698	58391	64.56131938	35.43868062	45.22927963	29147	40451	29244	58391	52745	48876	15244	1850	1581	9501	8541	12007	6485	4194	5443	3222	417	2411	9	12.94227188	74.82929857
2011	9121	CHOLCHOL	33.4	428	6083	4843	10926	44.3254622	55.6745378	25.52803738	5495	7196	5431	10926	9842	9034	2856	1580	102	881	2970	3319	1164	1004	1113	146	13	114	0	8.904109589	78.08219178
2011	9201	ANGOL	37.6	1194	5301	45942	51243	89.65517241	10.34482759	42.91708543	24546	36747	26697	51243	46940	43906	16426	2591	1214	9959	6422	10074	5719	3033	4332	2497	319	1847	13	12.7753304	73.96876252
2011	9202	COLLIPULLI	35.6	1296	5833	15586	21419	72.76716934	27.23283066	16.52700617	10391	15242	11028	21419	19473	18158	6684	1532	414	3231	3801	5633	2612	1503	2086	1004	116	772	4	11.55378486	76.89243028
2011	9203	CURACAUTÍN	34.4	1664	4867	10509	15376	68.34677419	31.65322581	9.240384615	7394	11358	7982	15376	14161	13315	5439	1079	330	2840	3562	4868	2184	1498	1883	1178	105	902	0	8.913412564	76.5704584
2011	9204	ERCILLA	35.6	500	7195	1900	9095	20.89059923	79.10940077	18.19	4640	6227	4455	9095	8167	7552	1974	600	62	838	1854	2333	877	582	732	216	28	160	1	12.96296296	74.07407407
2011	9205	LONQUIMAY	30.5	3914	7638	3844	11482	33.47848807	66.52151193	2.933571794	6235	7777	5247	11482	10310	9496	2981	930	86	1475	2550	3020	1145	877	1016	386	36	315	0	9.32642487	81.60621762
2011	9206	LOS SAUCES	35.7	850	3519	2719	6238	43.58768836	56.41231164	7.338823529	3081	4533	3157	6238	5692	5324	2093	715	65	929	1287	1907	745	422	587	340	55	253	1	16.17647059	74.41176471
2011	9207	LUMACO	36.8	1119	6245	3977	10222	38.90628057	61.09371943	9.134941912	5466	7364	4756	10222	9273	8652	3495	1680	128	1278	2009	2468	706	507	618	355	57	260	2	16.05633803	73.23943662
2011	9208	PURÉN	36.5	465	5303	6192	11495	53.86689865	46.13310135	24.72043011	5693	8227	5802	11495	10472	9764	3619	1044	211	1645	2795	3420	1389	1030	1264	602	99	467	1	16.44518272	77.57475083
2011	9209	RENAICO	33.1	267	1254	7717	8971	86.02162524	13.97837476	33.59925094	4306	6604	4665	8971	8221	7713	2788	779	165	1260	1657	2484	939	559	790	411	46	315	0	11.19221411	76.64233577
2011	9210	TRAIGUÉN	31.2	908	5449	12542	17991	69.71263409	30.28736591	19.81387665	8913	13072	9078	17991	16593	15575	6005	1295	377	3245	3004	4419	2360	1327	1813	1001	139	707	1	13.88611389	70.62937063
2011	9211	VICTORIA	31	1256	9642	23201	32843	70.64214597	29.35785403	26.14888535	15918	24275	16925	32843	30249	28478	11042	1826	807	6298	4467	7013	3668	1858	2677	1987	295	1422	6	14.84650226	71.56517363
2011	10101	PUERTO MONTT	14.5	1673	31489	211359	242848	87.03345302	12.96654698	145.1572026	122931	172134	119917	242848	219986	204837	75323	9199	7456	50329	29340	41150	31001	20023	26053	14043	2641	9490	166	18.80652282	67.57815282
2011	10102	CALBUCO	10.8	591	23261	12311	35572	34.60868099	65.39131901	60.18950931	18425	25441	17147	35572	32180	29959	10796	4013	1928	3895	5983	8044	2922	1974	2534	1251	154	985	5	12.31015188	78.73701039
2011	10103	COCHAMÓ	5.1	3911	4304	0	4304	0	100	1.100485809	2489	3462	1815	4304	4020	3836	1517	788	47	569	960	1231	360	251	313	228	10	192	0	4.385964912	84.21052632
2011	10104	FRESIA	10.8	1278	6585	5700	12285	46.3980464	53.6019536	9.612676056	6198	8755	6087	12285	11191	10410	4247	1719	217	1735	1923	2933	1109	615	911	708	110	503	0	15.53672316	71.04519774
2011	10105	FRUTILLAR	16.3	831	4735	13418	18153	73.91615711	26.08384289	21.84476534	9274	13086	8879	18153	16567	15505	5719	1559	618	2887	2639	3978	2355	1453	1978	1166	222	816	2	19.03945111	69.98284734
2011	10106	LOS MUERMOS	15	1246	8716	7628	16344	46.67156143	53.32843857	13.11717496	8571	12077	7773	16344	14971	14037	6072	2973	231	2374	3339	4482	1377	970	1227	1098	170	832	1	15.48269581	75.77413479
2011	10107	LLANQUIHUE	17.5	421	3247	15175	18422	82.37433503	17.62566497	43.75771971	9094	12998	9328	18422	16702	15530	6139	1311	1372	2725	2600	3712	1503	973	1262	945	187	619	6	19.78835979	65.5026455
2011	10108	MAULLÍN	13.6	861	7368	6132	13500	45.42222222	54.57777778	15.67944251	7032	10241	6468	13500	12459	11767	5196	2421	318	1972	4054	4739	1439	1190	1349	664	74	517	0	11.14457831	77.86144578
2011	10109	PUERTO VARAS	12.3	4065	11354	29298	40652	72.07025485	27.92974515	10.000492	20782	29091	19870	40652	37057	34616	13612	2231	1117	9022	4805	7614	4015	2341	3168	3590	683	2301	23	19.02506964	64.09470752
2011	10201	CASTRO	11.6	473	15635	37471	53106	70.55888224	29.44111776	112.2748414	26618	37437	26488	53106	48078	44733	15608	2562	1826	9758	4370	7507	5066	2294	3474	3060	502	2125	10	16.40522876	69.44444444
2011	10202	ANCUD	9.9	1752	14246	27857	42103	66.16393131	33.83606869	24.03139269	20559	30473	21544	42103	38377	35877	14771	4052	1652	7546	7271	10274	4825	3114	4055	3020	362	2173	11	11.98675497	71.95364238
2011	10203	CHONCHI	8.8	1362	8968	6049	15017	40.28101485	59.71898515	11.0256975	8054	10921	6963	15017	13752	12870	4333	1405	779	1765	2272	3395	1511	873	1248	737	108	542	6	14.65400271	73.54138399
2011	10204	CURACO DE VÉLEZ	5.4	80	3978	0	3978	0	100	49.725	2019	2752	1959	3978	3602	3332	930	362	108	333	569	900	408	216	332	144	25	107	1	17.36111111	74.30555556
2011	10205	DALCAHUE	8.3	1239	6016	9425	15441	61.03879282	38.96120718	12.46246973	8076	10586	7365	15441	13819	12759	3759	1433	750	1294	2450	3440	1329	908	1158	711	115	513	6	16.17440225	72.15189873
2011	10206	PUQUELDÓN	6.5	97	4053	0	4053	0	100	41.78350515	2101	2928	1952	4053	3694	3437	1162	469	112	441	682	1027	439	264	387	147	12	120	0	8.163265306	81.63265306
2011	10207	QUEILÉN	11.7	333	3021	2299	5320	43.21428571	56.78571429	15.97597598	2846	3846	2474	5320	4837	4499	1608	666	153	589	1366	1602	882	751	837	248	25	197	0	10.08064516	79.43548387
2011	10208	QUELLÓN	19.1	3244	10675	22411	33086	67.73559814	32.26440186	10.19913687	18473	23483	14613	33086	29741	27616	9523	3503	1431	3595	4071	5691	2631	1760	2249	1321	190	994	9	14.38304315	75.24602574
2011	10209	QUEMCHI	8	440	6440	2805	9245	30.34072472	69.65927528	21.01136364	4945	6607	4300	9245	8366	7755	2681	1209	261	896	1747	2419	838	540	717	354	21	282	0	5.93220339	79.66101695
2011	10210	QUINCHAO	8.4	161	4842	4149	8991	46.14614615	53.85385385	55.8447205	4597	6292	4394	8991	8160	7551	2479	967	143	1157	1263	1813	771	461	615	311	42	253	0	13.50482315	81.35048232
2011	10301	OSORNO	18.2	951	18047	146323	164370	89.02050252	10.97949748	172.8391167	80724	119723	83646	164370	150816	141416	55646	4237	5308	38188	19012	27316	16800	10628	13968	10192	1809	6944	87	17.74921507	68.13186813
2011	10302	PUERTO OCTAY	13.5	1796	6202	3043	9245	32.91508924	67.08491076	5.147550111	4756	6482	4489	9245	8335	7729	3558	1909	186	1080	1445	2088	871	568	739	493	116	316	6	23.52941176	64.09736308
